	id	Uniprot.accession	Protein.short.name	Gene.Names	Protein.Names	Log2.ratio.D3.D0.Repl1	Log2.ratio.D3.D0.Repl2	Log2.ratio.D6.D3.Repl1	Log2.ratio.D6.D3.Repl2	Log2.ratio.D9.D6.Repl.1	Log2.ratio.D9.D6.Repl.2	Log2.ratio.D12.D9.Repl1	Log2.ratio.D12.D9.Repl2	Log2.ratio.iPS.D12.Repl.1	Log2.ratio.iPS.D12.Repl.2	GOCC	GOBP	GOMF	KEGG	Protein.Descriptions
220	1532	D3Z3R0	D3Z3R0	Rpl7a	60S ribosomal protein L7a OS	0.664	0.445	-0.342	0.108	-0.051	0.047	-0.334	0.002	0.039	-0.145	ribonucleoprotein complex;macromolecular complex;intracellular part;cell part;cell fraction;membrane fraction;insoluble fraction;ribosome;polysomal ribosome;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cytoplasmic part	cellular process;ribonucleoprotein complex biogenesis;ribosome biogenesis;cellular component biogenesis;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component biogenesis at cellular level	binding;protein binding	Ribosome	>tr|D3Z3R0|D3Z3R0_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm16477 PE=4 SV=1;>sp|P12970|RL7A_MOUSE 60S ribosomal protein L7a OS=Mus musculus GN=Rpl7a PE=2 SV=2;>tr|Q58ET1|Q58ET1_MOUSE MCG11348 OS=Mus musculus GN=Rpl7a PE=2 SV=1;>tr|D3YVE6|D3YVE6_MO
221	7240	Q9D8M4	RL7L	Rpl7l1	60S ribosomal protein L7-like 1	0.334	0.795	-0.063	0.263	-0.061	-0.276	-0.149	0.126	0.411	0.304	intracellular;ribosome;large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity;transcription regulator activity		>sp|Q9D8M4|RL7L_MOUSE 60S ribosomal protein L7-like 1 OS=Mus musculus GN=Rpl7l1 PE=2 SV=1
222	3605	P62918	RL8	Rpl8	60S ribosomal protein L8	-0.146	0.25	-0.211	0.023	-0.17	0.077	-0.082	-0.505	0.188	0.504	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	Ribosome	>sp|P62918|RL8_MOUSE 60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=2 SV=2
223	3380	P51410	RL9	Rpl9	60S ribosomal protein L9	0.464	0.368	-0.181	0.205	-0.019	-0.059	-0.155	-0.03	0.124	-0.04	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	Ribosome	>sp|P51410|RL9_MOUSE 60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=2 SV=2;>tr|Q5EBQ6|Q5EBQ6_MOUSE MCG10266, isoform CRA_a OS=Mus musculus GN=Rpl9 PE=2 SV=1;>tr|D3YYQ0|D3YYQ0_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm5451 PE=4 SV=1;>tr|D3Z629
224	6992	Q9CXK8	NIP7	Nip7	60S ribosome subunit biogenesis protein NIP7 homolog	-0.627	0.95	1.309	0.231	-0.214	-0.335	0.173	0.23	-0.028	0.526	nucleus;nucleolus;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;nuclear part;intracellular organelle part;cell part	cellular process;cellular component organization;cellular component assembly;ribonucleoprotein complex biogenesis;ribonucleoprotein complex assembly;cellular macromolecular complex subunit organization;cellular macromolecular complex assembly;ribosome biogenesis;ribosome assembly;macromolecular complex subunit organization;cellular component biogenesis;macromolecular complex assembly;organelle assembly;ribonucleoprotein complex subunit organization;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component organization at cellular level;cellular component biogenesis at cellular level;cellular component assembly at cellular level	nucleic acid binding;RNA binding;binding		>sp|Q9CXK8|NIP7_MOUSE 60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus GN=Nip7 PE=2 SV=1;>tr|E9Q109|E9Q109_MOUSE Uncharacterized protein OS=Mus musculus GN=Nip7 PE=4 SV=1
225	5918	Q8C605	Q8C605	Pfkp	6-phosphofructokinase type C 	-0.351	-1.541	-1.054	0.283	-0.036	0.1	1.354	1.543	0.889	1.002	cytoplasm;cytosol;6-phosphofructokinase complex;macromolecular complex;protein complex;intracellular part;cytoplasmic part;cytosolic part;cell part	carbohydrate metabolic process;monosaccharide metabolic process;glucose metabolic process;glucose catabolic process;alcohol metabolic process;generation of precursor metabolites and energy;glycolysis;phosphorus metabolic process;phosphate metabolic process;metabolic process;catabolic process;cellular process;carbohydrate catabolic process;phosphorylation;hexose metabolic process;hexose catabolic process;cellular metabolic process;primary metabolic process;cellular carbohydrate metabolic process;cellular carbohydrate catabolic process;small molecule metabolic process;small molecule catabolic process;alcohol catabolic process;monosaccharide catabolic process	nucleotide binding;catalytic activity;6-phosphofructokinase activity;binding;ATP binding;phosphofructokinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;carbohydrate kinase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Methane metabolism	>tr|Q8C605|Q8C605_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pfkp PE=2 SV=1;>sp|Q9WUA3|K6PP_MOUSE 6-phosphofructokinase type C OS=Mus musculus GN=Pfkp PE=1 SV=1;>sp|Q9WUA3-2|K6PP_MOUSE Isoform 2 of 6-phosphofructokinase type C OS=Mus musculu
226	3327	P47857	K6PF	Pfkm	6-phosphofructokinase, muscle type	-0.784	-0.398	0.934	0.217	0.184	0.31	0.175	0.126	-0.578	-0.616	cytoplasm;cytosol;6-phosphofructokinase complex;macromolecular complex;protein complex;intracellular part;cytoplasmic part;cytosolic part;cell part	regulation of peptide secretion;positive regulation of peptide secretion;carbohydrate metabolic process;monosaccharide metabolic process;glucose metabolic process;glucose catabolic process;alcohol metabolic process;generation of precursor metabolites and energy;glycolysis;phosphorus metabolic process;phosphate metabolic process;metabolic process;catabolic process;cellular process;regulation of cell communication;carbohydrate catabolic process;phosphorylation;hexose metabolic process;hexose catabolic process;regulation of signaling;positive regulation of insulin secretion;regulation of localization;carbohydrate homeostasis;homeostatic process;glucose homeostasis;cellular metabolic process;primary metabolic process;cellular carbohydrate metabolic process;cellular carbohydrate catabolic process;small molecule metabolic process;small molecule catabolic process;alcohol catabolic process;monosaccharide catabolic process;regulation of hormone secretion;positive regulation of hormone secretion;positive regulation of biological process;positive regulation of cellular process;chemical homeostasis;regulation of biological process;regulation of cellular process;regulation of insulin secretion;regulation of secretion;positive regulation of secretion;regulation of transport;positive regulation of transport;regulation of cellular localization;biological regulation;regulation of biological quality;regulation of peptide transport;regulation of peptide hormone secretion;positive regulation of peptide hormone secretion	nucleotide binding;catalytic activity;6-phosphofructokinase activity;binding;ATP binding;phosphofructokinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;carbohydrate kinase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Methane metabolism	>sp|P47857|K6PF_MOUSE 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3
227	262	A2AH73	A2AH73	Pgd	6-phosphogluconate dehydrogenase, decarboxylating	-0.688	-0.822	-0.014	0.074	-0.108	-0.037	0.117	0.111	0.407	0.291	cytoplasm;intracellular part;cell part	carbohydrate metabolic process;monosaccharide metabolic process;glucose metabolic process;glucose catabolic process;alcohol metabolic process;pentose-phosphate shunt;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;coenzyme metabolic process;oxidoreduction coenzyme metabolic process;NADP metabolic process;NADPH regeneration;nucleoside phosphate metabolic process;nitrogen compound metabolic process;metabolic process;pentose-phosphate shunt, oxidative branch;catabolic process;biosynthetic process;nucleotide metabolic process;cellular process;carbohydrate biosynthetic process;carbohydrate catabolic process;hexose metabolic process;hexose catabolic process;pentose metabolic process;pentose biosynthetic process;pyridine nucleotide metabolic process;cellular carbohydrate biosynthetic process;cellular nitrogen compound metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular carbohydrate metabolic process;cellular carbohydrate catabolic process;small molecule metabolic process;small molecule catabolic process;small molecule biosynthetic process;alcohol catabolic process;alcohol biosynthetic process;monosaccharide biosynthetic process;monosaccharide catabolic process;heterocycle metabolic process;nicotinamide nucleotide metabolic process;cofactor metabolic process;nucleobase, nucleoside and nucleotide metabolic process;oxidation-reduction process;pyridine-containing compound metabolic process	nucleotide binding;catalytic activity;phosphogluconate dehydrogenase (decarboxylating) activity;binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;cofactor binding;NADP binding;coenzyme binding	Pentose phosphate pathway;Glutathione metabolism	>tr|A2AH73|A2AH73_MOUSE 6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus GN=Pgd PE=3 SV=1;>sp|Q9DCD0|6PGD_MOUSE 6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus GN=Pgd PE=2 SV=3
228	6827	Q9CQ60	6PGL	Pgls	6-phosphogluconolactonase	-0.156	0.09	0.433	0.069	0.207	0.3	0.036	0.177	-0.895	-1.007	cell fraction;soluble fraction;cytoplasm;intracellular part;cell part	carbohydrate metabolic process;monosaccharide metabolic process;glucose metabolic process;glucose catabolic process;alcohol metabolic process;pentose-phosphate shunt;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;coenzyme metabolic process;oxidoreduction coenzyme metabolic process;NADP metabolic process;NADPH regeneration;nucleoside phosphate metabolic process;nitrogen compound metabolic process;metabolic process;pentose-phosphate shunt, oxidative branch;catabolic process;nucleotide metabolic process;cellular process;carbohydrate catabolic process;hexose metabolic process;hexose catabolic process;pentose metabolic process;pyridine nucleotide metabolic process;cellular nitrogen compound metabolic process;cellular metabolic process;primary metabolic process;cellular carbohydrate metabolic process;cellular carbohydrate catabolic process;small molecule metabolic process;small molecule catabolic process;alcohol catabolic process;monosaccharide catabolic process;heterocycle metabolic process;nicotinamide nucleotide metabolic process;cofactor metabolic process;nucleobase, nucleoside and nucleotide metabolic process;oxidation-reduction process;pyridine-containing compound metabolic process	catalytic activity;binding;sugar binding;hydrolase activity;hydrolase activity, acting on ester bonds;6-phosphogluconolactonase activity;carbohydrate binding;monosaccharide binding;carboxylic ester hydrolase activity	Pentose phosphate pathway	>sp|Q9CQ60|6PGL_MOUSE 6-phosphogluconolactonase OS=Mus musculus GN=Pgls PE=2 SV=1;>tr|D3Z4X1|D3Z4X1_MOUSE 6-phosphogluconolactonase, isoform CRA_b OS=Mus musculus GN=Pgls PE=4 SV=1;>tr|Q8CBG6|Q8CBG6_MOUSE Putative uncharacterized protein OS=Mus musculus GN
229	7623	Q9R1Z7	PTPS	Pts	6-pyruvoyl tetrahydrobiopterin synthase	NA	NA	NA	0.605	NA	0.439	NA	0.082	NA	NA	cytoplasm;mitochondrion;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	cellular aromatic compound metabolic process;tetrahydrobiopterin biosynthetic process;coenzyme metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;coenzyme biosynthetic process;cellular process;heterocycle biosynthetic process;aromatic compound biosynthetic process;cellular nitrogen compound metabolic process;pteridine-containing compound metabolic process;pteridine-containing compound biosynthetic process;cellular metabolic process;cellular biosynthetic process;cellular nitrogen compound biosynthetic process;tetrahydrobiopterin metabolic process;heterocycle metabolic process;cofactor metabolic process;cofactor biosynthetic process	catalytic activity;6-pyruvoyltetrahydropterin synthase activity;binding;protein binding;lyase activity;carbon-oxygen lyase activity;carbon-oxygen lyase activity, acting on phosphates;identical protein binding;protein homodimerization activity;ion binding;cation binding;metal ion binding;protein dimerization activity	Folate biosynthesis	>sp|Q9R1Z7|PTPS_MOUSE 6-pyruvoyl tetrahydrobiopterin synthase OS=Mus musculus GN=Pts PE=2 SV=2
230	1366	P53368	8ODP	Nudt1	7,8-dihydro-8-oxoguanine triphosphatase	NA	NA	0.032	-0.184	NA	0.029	-0.446	-0.139	0.099	-0.346	cytoplasm;intracellular part;cell part	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;purine nucleotide metabolic process;purine nucleotide catabolic process;dGTP catabolic process;DNA metabolic process;DNA repair;nucleoside phosphate metabolic process;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;cell communication;metabolic process;catabolic process;nucleotide metabolic process;nucleoside triphosphate metabolic process;nucleoside triphosphate catabolic process;purine nucleoside triphosphate metabolic process;purine nucleoside triphosphate catabolic process;purine deoxyribonucleotide metabolic process;purine deoxyribonucleotide catabolic process;nucleotide catabolic process;deoxyribonucleoside triphosphate metabolic process;deoxyribonucleoside triphosphate catabolic process;purine deoxyribonucleoside triphosphate metabolic process;purine deoxyribonucleoside triphosphate catabolic process;deoxyribonucleotide metabolic process;deoxyribonucleotide catabolic process;2'-deoxyribonucleotide metabolic process;response to external stimulus;cellular process;response to extracellular stimulus;cellular response to extracellular stimulus;cellular response to stress;cellular nitrogen compound metabolic process;nucleobase, nucleoside, nucleotide and nucleic acid catabolic process;nucleobase, nucleoside and nucleotide catabolic process;DNA protection;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular macromolecule metabolic process;cellular nitrogen compound catabolic process;small molecule metabolic process;small molecule catabolic process;dGTP metabolic process;heterocycle metabolic process;heterocycle catabolic process;response to stimulus;cellular response to stimulus;nucleobase, nucleoside and nucleotide metabolic process;cellular response to external stimulus;purine-containing compound metabolic process;purine-containing compound catabolic process;nucleic acid metabolic process	catalytic activity;binding;8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity;ion binding;cation binding;metal ion binding;nucleoside-triphosphate diphosphatase activity		>sp|P53368|8ODP_MOUSE 7,8-dihydro-8-oxoguanine triphosphatase OS=Mus musculus GN=Nudt1 PE=2 SV=1;>tr|Q542J4|Q542J4_MOUSE Nudix (Nucleoside diphosphate linked moiety X)-type motif 1 OS=Mus musculus GN=Nudt1 PE=2 SV=1;>tr|D3YWH7|D3YWH7_MOUSE Uncharacterized 
